Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Quarter,Price_per_kWh,Range_per_kWh
2015,3,0,1,25410,28802,73659.66,60,341,1299.72,2,4127,1,1227.661,5.683333333333334
2020,8,2,0,9384,10068,101697.73,100,593,834.71,1,10515,3,1016.9773,5.93
2023,3,3,3,13516,15356,66498.1,75,446,904.22,1,6713,1,886.6413333333334,5.946666666666666
2018,1,1,3,10309,11575,118849.7,120,675,1043.79,2,14636,1,990.4141666666667,5.625
2019,9,1,3,6790,7203,114860.98,120,702,714.99,2,8027,3,957.1748333333333,5.85
2025,4,1,2,13977,14330,100949.91,82,458,960.22,0,9137,2,1231.0964634146342,5.585365853658536
2025,8,3,0,8051,8372,74141.16,100,582,702.85,1,13593,3,741.4116,5.82
2018,10,1,3,8207,9267,110622.5,120,660,812.49,0,12336,4,921.8541666666666,5.5
2020,3,3,0,14135,15310,113114.19,75,447,947.75,1,3109,1,1508.1892,5.96
2018,10,0,1,15214,15983,107926.66,120,660,1506.19,1,6693,4,899.3888333333333,5.5
2024,4,2,0,11345,11782,53652.95,100,550,935.96,1,3265,2,536.5295,5.5
2016,7,1,4,12785,14297,86208.83,82,469,899.42,0,4769,3,1051.3271951219513,5.719512195121951
2024,10,1,2,9425,10352,109844.8,82,461,651.74,1,6926,4,1339.570731707317,5.621951219512195
2016,3,2,1,5024,5612,69236.42,60,354,266.77,0,8084,1,1153.9403333333332,5.9
2022,5,0,3,6711,7424,75749.3,120,693,697.61,2,4199,2,631.2441666666667,5.775
2015,11,0,3,7548,8554,116895.6,82,486,550.25,1,12714,4,1425.5560975609758,5.926829268292683
2022,2,2,1,12532,13443,71390.35,60,345,648.53,0,7583,1,1189.8391666666669,5.75
2020,8,3,2,14895,15487,81404.28,100,576,1286.93,2,10963,3,814.0427999999999,5.76
2023,2,0,2,7884,8529,64980.5,82,470,555.82,2,6818,1,792.4451219512196,5.7317073170731705
2025,5,1,0,6127,6482,113632.87,60,359,329.94,0,5083,2,1893.8811666666666,5.983333333333333
2018,5,1,0,12296,13590,88952.52,120,681,1256.04,1,13936,2,741.2710000000001,5.675
2017,2,1,3,5444,5940,70671.1,82,456,372.37,2,10819,1,861.8426829268293,5.560975609756097
2018,5,1,3,11900,12449,92954.65,120,713,1272.7,1,12719,2,774.6220833333333,5.941666666666666
2015,11,2,4,13281,14670,97609.85,82,476,948.26,1,12032,4,1190.364024390244,5.804878048780488
2020,3,2,0,7976,9096,71584.65,120,712,851.84,1,12169,1,596.5387499999999,5.933333333333334
2020,2,2,3,12077,12821,65238.99,75,448,811.57,1,4567,1,869.8532,5.973333333333334
2020,8,0,1,16161,17831,58897.18,100,567,1374.49,2,10109,3,588.9718,5.67
2025,12,2,0,11972,12429,106953.95,82,476,854.8,1,13057,4,1304.3164634146342,5.804878048780488
2020,3,1,3,6591,7080,56028.13,100,577,570.45,2,9033,1,560.2813,5.77
2024,12,3,0,10873,12142,67409.5,120,700,1141.66,0,13826,4,561.7458333333333,5.833333333333333
2016,11,0,2,15062,16535,109192.31,60,350,790.75,2,8159,4,1819.8718333333334,5.833333333333333
2024,9,1,1,14493,16180,87455.16,100,589,1280.46,2,10149,3,874.5516,5.89
2018,4,2,4,15674,17727,119689.82,100,579,1361.29,0,12749,2,1196.8982,5.79
2018,9,3,1,11480,12317,57630.95,75,421,724.96,2,6803,3,768.4126666666666,5.613333333333333
2021,7,0,3,5107,5575,98722.2,120,680,520.91,2,4295,3,822.685,5.666666666666667
2020,11,2,0,10833,11738,67921.48,120,699,1135.84,0,4395,4,566.0123333333333,5.825
2017,1,1,1,2425,2452,85043.7,100,589,214.25,1,11485,1,850.437,5.89
2021,4,0,4,1178,1245,59860.8,120,697,123.16,0,11746,2,498.84000000000003,5.808333333333334
2024,1,0,4,7061,7806,68208.12,82,489,517.92,0,9361,1,831.8063414634146,5.963414634146342
2016,11,3,4,10587,10768,76868.72,75,429,681.27,0,7428,4,1024.9162666666666,5.72
2017,6,2,0,12970,13984,54792.11,100,568,1105.04,2,14049,2,547.9211,5.68
2016,5,3,0,16123,16490,54294.47,75,441,1066.54,2,8517,2,723.9262666666667,5.88
2018,6,3,1,10312,10533,60601.19,75,428,662.03,0,10148,2,808.0158666666667,5.706666666666667
2017,11,2,2,11833,13467,52804.14,82,462,820.03,0,5490,4,643.9529268292683,5.634146341463414
2020,6,0,4,5283,6019,76849.72,82,471,373.24,0,13754,2,937.1917073170732,5.7439024390243905
2019,2,1,1,8446,8703,103834.28,100,571,723.4,0,9784,1,1038.3428,5.71
2024,6,3,4,11466,12672,102943.23,60,353,607.12,0,8734,2,1715.7205,5.883333333333334
2019,10,0,1,11179,12250,66497.78,75,439,736.14,1,13484,4,886.6370666666667,5.8533333333333335
2024,6,0,1,6370,7253,107838.04,75,425,406.09,1,6269,2,1437.8405333333333,5.666666666666667
2016,1,2,0,11583,13270,62668.39,120,711,1235.33,0,8907,1,522.2365833333333,5.925
2015,5,2,1,14717,16896,60529.18,100,579,1278.17,2,7570,2,605.2918,5.79
2016,1,0,1,11696,12851,84873.7,100,577,1012.29,1,11630,1,848.737,5.77
2023,10,3,0,11110,11165,56375.91,75,414,689.93,2,7016,4,751.6788,5.52
2017,3,1,4,9278,10038,80297.12,60,331,460.65,1,4988,1,1338.2853333333333,5.516666666666667
2020,11,0,3,4025,4178,107759.44,60,344,207.69,0,9520,4,1795.9906666666668,5.733333333333333
2017,9,0,0,12488,13915,52725.66,120,710,1329.97,2,10434,3,439.38050000000004,5.916666666666667
2024,9,2,0,5699,5706,117904.02,100,571,488.12,2,14632,3,1179.0402000000001,5.71
2023,3,1,1,7479,7943,66291.12,82,471,528.39,2,13469,1,808.4282926829268,5.7439024390243905
2024,12,0,0,6440,7318,95446.99,82,454,438.56,2,4624,4,1163.9876829268294,5.536585365853658
2023,6,1,0,14025,15507,56943.62,120,714,1502.08,1,5580,2,474.5301666666667,5.95
2022,10,1,2,10973,11389,86218.09,75,413,679.78,0,6174,4,1149.5745333333332,5.506666666666667
2019,4,0,0,1912,1967,71662.87,82,490,140.53,1,7933,2,873.9374390243902,5.975609756097561
2021,3,1,4,9365,9687,86116.21,100,562,789.47,0,14286,1,861.1621,5.62
2025,5,2,2,12152,13861,50299.72,82,487,887.7,2,3797,2,613.4112195121951,5.939024390243903
2024,2,2,1,16451,18505,58505.78,82,484,1194.34,1,8775,1,713.4851219512195,5.902439024390244
2017,6,3,1,6303,6678,68499.34,60,336,317.67,1,8796,2,1141.6556666666665,5.6
2021,1,2,2,8899,9334,93632.01,100,552,736.84,2,3286,1,936.3200999999999,5.52
2017,7,2,3,4965,5147,54041.25,82,467,347.8,0,5810,3,659.0396341463414,5.695121951219512
2018,4,0,0,6334,6575,50902.82,100,577,548.21,1,13213,2,509.02819999999997,5.77
2016,10,2,2,7230,7892,69647.83,100,560,607.32,2,9198,4,696.4783,5.6
2022,5,1,0,12897,14591,106099.18,75,447,864.74,0,4181,2,1414.6557333333333,5.96
2025,7,3,0,5648,6470,100906.96,60,340,288.05,1,4114,3,1681.7826666666667,5.666666666666667
2021,8,0,4,5288,5423,65878.6,120,694,550.48,2,8081,3,548.9883333333333,5.783333333333333
2017,9,0,2,11877,11996,56644.26,75,449,799.92,0,6919,3,755.2568,5.986666666666666
2019,3,3,1,11351,12709,110505.64,60,343,584.01,1,8701,1,1841.7606666666666,5.716666666666667
2023,12,0,1,9504,10285,58123.74,82,451,642.95,0,3613,4,708.8260975609755,5.5
2016,9,0,0,12055,13630,103624.53,100,589,1065.06,2,10979,3,1036.2453,5.89
2017,4,3,0,10057,10390,52725.1,120,662,998.66,0,5102,2,439.37583333333333,5.516666666666667
2021,4,3,4,4781,5355,80907.38,60,344,246.7,0,13185,2,1348.4563333333333,5.733333333333333
2018,6,1,0,9691,10853,88828.09,60,354,514.59,2,10577,2,1480.4681666666665,5.9
2015,2,0,2,12347,12514,108471.17,82,464,859.35,1,5238,1,1322.8191463414635,5.658536585365853
2017,3,1,3,18358,19736,97573.42,120,664,1828.46,2,6296,1,813.1118333333333,5.533333333333333
2022,9,2,0,8801,9121,119417.11,120,671,885.82,1,9906,3,995.1425833333334,5.591666666666667
2025,2,3,0,12396,12952,75141.48,82,480,892.51,2,10335,1,916.3595121951219,5.853658536585366
2025,6,3,3,8118,8480,82937.9,82,454,552.84,0,3551,2,1011.4378048780487,5.536585365853658
2021,1,1,4,6006,6528,113282.45,120,679,611.71,0,11043,1,944.0204166666666,5.658333333333333
2016,9,0,1,8273,9112,72757.28,120,701,869.91,2,3835,3,606.3106666666666,5.841666666666667
2022,4,1,1,6584,6812,105856.02,100,578,570.83,1,3069,2,1058.5602000000001,5.78
2015,4,1,3,8458,9039,88193.18,120,716,908.39,1,7633,2,734.9431666666666,5.966666666666667
2025,4,3,3,8085,8158,66600.37,100,571,692.48,2,11766,2,666.0037,5.71
2017,11,0,4,12725,12726,110946.83,60,353,673.79,2,10527,4,1849.1138333333333,5.883333333333334
2019,5,1,4,11892,12905,69226.61,82,470,838.39,1,7005,2,844.2269512195122,5.7317073170731705
2023,9,2,0,7649,8709,104272.1,120,694,796.26,1,11347,3,868.9341666666667,5.783333333333333
2016,8,1,3,14658,16528,89285.6,120,691,1519.3,0,4377,3,744.0466666666667,5.758333333333334
2015,12,2,3,15316,17145,83706.56,75,416,955.72,1,4502,4,1116.0874666666666,5.546666666666667
2025,6,2,0,14633,14680,101705.69,100,597,1310.39,2,13347,2,1017.0569,5.97
2025,9,0,2,7957,8516,111167.38,60,331,395.07,2,13669,3,1852.7896666666668,5.516666666666667
2015,6,1,0,9777,10705,66810.19,82,454,665.81,0,4546,2,814.7584146341463,5.536585365853658
2017,7,2,4,14085,14963,80026.1,120,692,1462.02,0,11357,3,666.8841666666667,5.766666666666667
2022,12,2,1,4224,4317,95768.1,120,700,443.52,0,12025,4,798.0675,5.833333333333333
2022,2,3,1,6869,7674,115156.54,75,421,433.78,0,9923,1,1535.4205333333332,5.613333333333333
2015,9,3,4,7812,8720,81730.22,100,576,674.96,0,8289,3,817.3022,5.76
2021,10,1,3,9106,9660,97568.63,60,332,453.48,2,10124,4,1626.1438333333333,5.533333333333333
2018,11,2,3,7086,7874,88267.41,75,445,472.99,0,9647,4,1176.8988,5.933333333333334
2016,1,0,3,10152,10455,97615.98,60,332,505.57,2,3367,1,1626.933,5.533333333333333
2024,12,3,2,8547,8647,79830.61,120,716,917.95,1,5612,4,665.2550833333333,5.966666666666667
2020,5,2,0,9728,10431,86422.65,120,718,1047.71,1,14589,2,720.1887499999999,5.983333333333333
2021,5,3,1,8739,9597,65989.81,82,462,605.61,1,6778,2,804.7537804878049,5.634146341463414
2023,8,1,0,7527,8034,88063.37,100,555,626.62,1,14185,3,880.6337,5.55
2024,5,2,0,15342,15732,50011.04,75,439,1010.27,1,4333,2,666.8138666666666,5.8533333333333335
2020,10,1,1,7703,8579,92420.97,120,694,801.88,2,3642,4,770.17475,5.783333333333333
2024,2,1,0,7689,8468,73864.15,75,432,498.25,0,13086,1,984.8553333333333,5.76
2025,11,3,0,15743,16485,55926.89,120,687,1622.32,1,11977,4,466.05741666666665,5.725
2016,10,0,3,10492,11662,85438.62,75,436,686.18,1,3851,4,1139.1816,5.8133333333333335
2018,3,0,3,13571,15334,70260.77,120,688,1400.53,2,10432,1,585.5064166666667,5.733333333333333
2020,1,3,0,12259,13450,52050.96,100,580,1066.53,2,9114,1,520.5096,5.8
2018,4,3,1,13029,13284,92419.79,100,592,1156.98,1,3539,2,924.1978999999999,5.92
2019,6,3,0,11949,13109,58984.49,60,349,625.53,2,14789,2,983.0748333333333,5.816666666666666
2025,6,0,3,9651,10848,51726.46,75,437,632.62,2,14189,2,689.6861333333334,5.826666666666667
2023,10,2,3,4490,4791,109589.75,100,588,396.02,2,6457,4,1095.8975,5.88
2023,10,0,2,9602,10279,72016.23,60,351,505.55,2,12915,4,1200.2704999999999,5.85
2025,11,0,1,8454,8870,107424.15,60,335,424.81,0,8575,4,1790.4025,5.583333333333333
2021,8,2,0,9993,9998,66905.44,100,575,861.9,1,7559,3,669.0544,5.75
2016,12,0,1,3988,4307,110897.84,120,667,399.0,1,12486,4,924.1486666666666,5.558333333333334
2020,12,0,3,14723,15352,66744.78,60,353,779.58,1,3676,4,1112.413,5.883333333333334
2023,5,0,2,10226,11530,80384.98,75,447,685.65,2,10083,2,1071.7997333333333,5.96
2023,4,0,3,8362,8893,75237.3,120,707,886.79,2,9288,2,626.9775000000001,5.891666666666667
2024,12,3,4,11479,12534,87170.22,100,584,1005.56,1,10648,4,871.7022000000001,5.84
2018,4,1,1,10049,10153,56291.38,100,580,874.26,0,7091,2,562.9137999999999,5.8
2022,11,3,4,7778,8204,115530.24,82,453,528.52,2,11080,4,1408.9053658536586,5.524390243902439
2025,3,3,1,6581,6910,64552.18,60,354,349.45,1,10494,1,1075.8696666666667,5.9
2021,5,2,2,15090,16520,67998.3,100,597,1351.31,1,5037,2,679.9830000000001,5.97
2015,6,3,2,8199,8753,59041.16,120,717,881.8,0,10274,2,492.0096666666667,5.975
2016,4,2,2,12031,13690,84787.44,100,599,1080.99,0,13217,2,847.8744,5.99
2017,1,2,4,8095,9052,112431.05,100,571,693.34,0,13919,1,1124.3105,5.71
2018,6,2,1,16782,18992,89051.16,75,448,1127.75,1,3584,2,1187.3488,5.973333333333334
2021,1,1,1,11739,13015,112633.34,75,416,732.51,0,14882,1,1501.7778666666666,5.546666666666667
2019,7,3,4,13026,14158,61655.25,100,585,1143.03,2,5110,3,616.5525,5.85
2016,2,3,1,8517,8725,77375.71,75,448,572.34,0,6097,1,1031.6761333333334,5.973333333333334
2021,3,2,0,5611,6402,112445.2,100,576,484.79,2,9523,1,1124.452,5.76
2024,3,1,0,8489,8936,61697.01,82,452,575.55,2,7628,1,752.4025609756097,5.512195121951219
2018,5,3,1,14549,16062,99042.8,82,481,1049.71,2,13474,2,1207.839024390244,5.865853658536586
2017,7,3,3,7576,8078,95452.56,82,489,555.7,1,3768,3,1164.0556097560975,5.963414634146342
2023,10,2,4,14734,15978,61356.07,100,565,1248.71,1,13799,4,613.5607,5.65
2015,9,2,0,6086,6274,50769.71,120,668,609.82,2,13800,3,423.08091666666667,5.566666666666666
2016,5,3,3,10226,11707,80274.85,120,678,1039.98,0,9073,2,668.9570833333333,5.65
2020,1,1,4,8304,8877,70039.59,75,421,524.4,1,10742,1,933.8611999999999,5.613333333333333
2022,12,2,3,11779,12668,112583.82,60,358,632.53,1,12688,4,1876.3970000000002,5.966666666666667
2025,11,0,4,8686,8798,91471.18,120,705,918.54,0,5288,4,762.2598333333333,5.875
2022,7,3,1,8531,9379,73919.83,120,701,897.03,1,3236,3,615.9985833333334,5.841666666666667
2017,10,3,3,7030,7700,91951.15,82,458,482.96,2,11461,4,1121.355487804878,5.585365853658536
2018,5,0,3,11713,12376,54342.57,60,340,597.36,0,9071,2,905.7095,5.666666666666667
2018,3,1,3,7221,7258,77433.74,82,479,518.83,0,5321,1,944.3139024390244,5.841463414634147
2023,6,0,3,13321,14199,70849.31,82,469,937.13,0,3854,2,864.0159756097561,5.719512195121951
2022,9,0,0,9064,9252,102371.33,100,573,779.05,2,12395,3,1023.7133,5.73
2016,3,0,1,15568,16533,58532.03,60,335,782.29,0,11173,1,975.5338333333333,5.583333333333333
2015,8,3,1,16705,18976,93696.66,82,455,1140.12,0,14277,3,1142.6421951219513,5.548780487804878
2023,9,3,1,8845,9670,96317.25,82,463,614.29,0,6840,3,1174.6006097560976,5.646341463414634
2019,9,2,2,10972,11213,61176.64,75,442,727.44,1,10395,3,815.6885333333333,5.8933333333333335
2020,1,1,3,12267,13257,85609.42,82,460,846.42,0,11937,1,1044.0173170731707,5.609756097560975
2017,9,2,3,10095,10441,91779.63,82,489,740.47,0,14149,3,1119.263780487805,5.963414634146342
2019,8,3,4,8798,9658,78363.8,75,434,572.75,2,4289,3,1044.8506666666667,5.786666666666667
2025,7,2,4,9589,10815,67300.15,60,330,474.66,2,10430,3,1121.6691666666666,5.5
2021,12,1,3,10220,10830,61910.68,75,422,646.93,0,6158,4,825.4757333333333,5.626666666666667
2017,5,1,4,3928,4343,107198.97,75,432,254.53,0,14604,2,1429.3196,5.76
2017,2,1,0,14501,16437,70118.67,60,341,741.73,1,3697,1,1168.6444999999999,5.683333333333334
2023,5,2,2,11264,12716,99013.18,82,473,799.18,0,10314,2,1207.4778048780488,5.7682926829268295
2023,11,1,0,15370,16023,94806.33,100,580,1337.19,1,4841,4,948.0633,5.8
2022,2,0,3,10212,11322,80523.38,120,697,1067.66,2,7086,1,671.0281666666667,5.808333333333334
2017,7,1,2,2321,2587,78676.97,120,699,243.36,1,6122,3,655.6414166666667,5.825
2016,1,1,3,7412,7789,107037.76,60,332,369.12,1,13737,1,1783.9626666666666,5.533333333333333
2019,7,1,0,4589,5205,57243.25,120,699,481.16,2,13883,3,477.02708333333334,5.825
2025,10,1,1,7677,8705,119881.22,75,419,482.5,2,4444,4,1598.4162666666666,5.586666666666667
2024,12,2,2,6156,6299,94129.52,60,352,325.04,1,13315,4,1568.8253333333334,5.866666666666666
2021,11,0,2,4017,4053,72785.23,82,456,274.76,1,11519,4,887.624756097561,5.560975609756097
2019,11,3,1,9770,10883,64419.17,75,439,643.35,2,3253,4,858.9222666666666,5.8533333333333335
2016,6,1,3,13711,15380,95953.5,82,456,937.83,0,7059,2,1170.1646341463415,5.560975609756097
2024,12,3,1,9134,9485,57062.22,82,475,650.8,0,11158,4,695.8807317073171,5.7926829268292686
2022,10,0,0,8838,9805,106771.08,120,711,942.57,2,14899,4,889.759,5.925
2015,2,1,0,5325,5514,100975.14,82,466,372.22,1,10587,1,1231.4041463414635,5.682926829268292
2025,1,3,1,2960,3135,62589.11,82,462,205.13,1,8460,1,763.2818292682927,5.634146341463414
2018,4,3,3,6612,7086,115020.17,100,566,561.36,1,8584,2,1150.2017,5.66
2015,7,2,2,6812,6939,101160.72,120,716,731.61,0,5174,3,843.006,5.966666666666667
2022,8,3,2,13179,14454,107870.94,82,455,899.47,2,9057,3,1315.499268292683,5.548780487804878
2021,6,2,1,6935,7185,115528.79,120,691,718.81,1,7377,2,962.7399166666667,5.758333333333334
2023,4,1,0,6051,6712,116674.39,100,591,536.42,0,13834,2,1166.7439,5.91
2020,10,2,4,11829,13504,77739.41,60,350,621.02,1,8871,4,1295.6568333333335,5.833333333333333
2024,8,0,1,4363,4926,102724.94,82,473,309.55,1,7347,3,1252.7431707317073,5.7682926829268295
2020,7,3,3,2130,2389,110700.65,100,583,186.27,1,3563,3,1107.0065,5.83
2018,2,1,1,14802,15759,76532.83,82,488,1083.51,0,6014,1,933.3271951219513,5.951219512195122
2015,8,2,3,10293,10639,81670.77,100,557,859.98,2,5116,3,816.7077,5.57
2016,11,1,2,6051,6905,96800.09,60,350,317.68,2,7343,4,1613.3348333333333,5.833333333333333
2022,11,3,3,9357,10368,88836.47,82,468,656.86,2,9789,4,1083.3715853658537,5.7073170731707314
2020,4,3,2,11163,11497,75988.96,60,345,577.69,2,11705,2,1266.4826666666668,5.75
2022,12,3,0,4639,4898,73303.85,60,335,233.11,0,10287,4,1221.7308333333335,5.583333333333333
2019,4,1,2,12017,12889,105581.01,100,578,1041.87,1,7104,2,1055.8101,5.78
2023,9,1,3,5499,5702,96785.25,60,352,290.35,2,8377,3,1613.0875,5.866666666666666
2024,5,2,4,8707,9536,109940.95,75,430,561.6,1,5600,2,1465.8793333333333,5.733333333333333
2016,5,0,3,9938,10101,88357.16,60,343,511.31,0,13132,2,1472.6193333333333,5.716666666666667
2024,5,1,2,9655,9911,75453.94,82,466,674.88,2,14918,2,920.1700000000001,5.682926829268292
2017,2,2,4,10693,11944,82059.7,75,427,684.89,2,6634,1,1094.1293333333333,5.693333333333333
2023,5,0,3,10595,11246,119356.09,82,470,746.95,0,9646,2,1455.5620731707318,5.7317073170731705
2021,11,0,4,5293,5470,63164.1,100,571,453.35,1,10899,4,631.641,5.71
2015,8,1,0,5021,5368,116309.83,75,418,314.82,2,10034,3,1550.7977333333333,5.573333333333333
2017,3,0,3,18097,18295,93564.03,82,491,1332.84,0,5281,1,1141.024756097561,5.987804878048781
2018,11,3,4,2125,2299,56121.26,82,466,148.54,1,7962,4,684.4056097560975,5.682926829268292
2022,3,3,0,7888,8484,82503.22,82,461,545.46,1,9060,1,1006.1368292682927,5.621951219512195
2020,11,1,1,5000,5740,89280.51,82,479,359.25,1,6905,4,1088.786707317073,5.841463414634147
2016,6,0,4,14693,14788,61537.04,75,417,919.05,1,11711,2,820.4938666666667,5.56
2018,12,3,2,13800,13902,67994.39,120,687,1422.09,0,5723,4,566.6199166666667,5.725
2015,11,1,4,7449,7695,63050.68,100,588,657.0,1,7201,4,630.5068,5.88
2017,3,3,1,16645,19120,88113.76,82,490,1223.41,1,3907,1,1074.5580487804878,5.975609756097561
2016,1,2,3,9845,11192,64746.35,100,581,857.99,0,10578,1,647.4635,5.81
2017,5,1,2,5599,6209,89345.1,82,489,410.69,0,8955,2,1089.5743902439026,5.963414634146342
2021,4,1,4,6976,7095,78767.24,82,477,499.13,1,11544,2,960.5760975609757,5.817073170731708
2020,4,0,1,11669,12273,106539.17,120,674,1179.74,2,3759,2,887.8264166666667,5.616666666666666
2020,12,1,2,14367,16245,81271.77,100,567,1221.91,0,4658,4,812.7177,5.67
2025,6,3,2,5082,5510,98496.59,82,472,359.81,2,8210,2,1201.1779268292682,5.7560975609756095
2023,9,2,3,9521,10178,89652.66,82,457,652.66,2,8629,3,1093.3251219512194,5.573170731707317
2015,3,2,3,10745,10785,117385.39,100,591,952.54,0,11351,1,1173.8539,5.91
2017,9,1,0,8946,10154,119731.04,100,591,793.06,0,13138,3,1197.3103999999998,5.91
2017,7,0,2,9498,10002,85394.39,100,597,850.55,0,13515,3,853.9439,5.97
2022,2,1,4,12927,14163,88739.94,120,660,1279.77,1,11358,1,739.4995,5.5
2024,1,2,1,10132,10885,115129.64,82,487,740.14,1,12429,1,1404.02,5.939024390243903
2021,8,0,0,4842,5323,109677.71,60,337,244.76,2,8898,3,1827.9618333333335,5.616666666666666
2015,10,2,0,10786,11162,51708.05,75,445,719.97,2,3255,4,689.4406666666667,5.933333333333334
2015,12,1,0,9736,10358,81597.09,60,334,487.77,2,12537,4,1359.9515,5.566666666666666
2024,4,1,4,15319,17286,58222.35,60,350,804.25,2,7906,2,970.3725,5.833333333333333
2023,1,3,0,6048,6284,85833.15,60,339,307.54,2,5011,1,1430.5525,5.65
2020,8,2,1,12638,14358,58573.7,120,692,1311.82,0,13553,3,488.1141666666666,5.766666666666667
2024,3,2,0,13546,15290,119902.8,100,581,1180.53,0,12541,1,1199.028,5.81
2017,12,3,2,12033,12123,52443.81,82,473,853.74,0,8258,4,639.5586585365853,5.7682926829268295
2019,10,1,1,6836,7478,67723.92,82,483,495.27,0,12813,4,825.9014634146341,5.890243902439025
2015,4,1,0,7509,8426,69729.83,75,416,468.56,2,11360,2,929.7310666666667,5.546666666666667
2023,7,3,0,8712,9269,92433.55,75,433,565.84,1,10816,3,1232.4473333333333,5.773333333333333
2018,10,3,3,8168,8418,79308.66,120,673,824.56,2,3002,4,660.9055000000001,5.608333333333333
2018,6,2,4,8352,9537,108951.58,120,677,848.15,1,3926,2,907.9298333333334,5.641666666666667
2022,9,0,2,12998,13364,110176.59,60,337,657.05,0,5717,3,1836.2765,5.616666666666666
2024,7,1,4,4031,4541,81730.98,60,351,212.23,1,4146,3,1362.183,5.85
2019,11,2,0,10931,11121,117908.18,82,451,739.48,0,12632,4,1437.9046341463413,5.5
2022,10,0,1,10502,11504,102589.12,60,350,551.35,1,5380,4,1709.8186666666666,5.833333333333333
2017,10,2,0,2856,2917,93679.89,100,563,241.19,0,8854,4,936.7989,5.63
2023,6,0,4,6376,7139,67031.13,82,480,459.07,2,3820,2,817.4528048780488,5.853658536585366
2016,2,2,0,11687,12260,96731.54,60,354,620.58,0,12147,1,1612.1923333333332,5.9
2025,3,3,4,9324,10053,104529.2,100,567,793.01,0,5144,1,1045.292,5.67
2024,10,2,1,13290,13716,118042.95,75,417,831.29,2,4213,4,1573.906,5.56
2022,6,0,4,11175,12059,86222.27,60,357,598.42,1,9588,2,1437.0378333333333,5.95
2024,12,1,3,10907,11879,74142.24,60,331,541.53,1,9499,4,1235.7040000000002,5.516666666666667
